"mid","standard_question","standard_answer"
"72","有一条350km长的地下光缆AB，由于某处绝缘材料老化导致对地短路。在检测时，A端保持断开状态，于B端与大地之间连接220V直流电源，测得A端对地电位差为50V。请确定短路点至A端的距离。 (结果以$ \mathrm{\;{km}} $为单位，保留3位有效数字)","  199"
"303","求最小正整数 \( n \)，使得当以任意方式用两种颜色对 \( K_n \) 的边染色时，总存在两个边不相交的同色三角形。 (结果保留1位有效数字)"," 7 "
"290","考虑一个质量为 \( m \) 的粒子在平方反比律有心力场中运动，力由 \( \mathbf{F} = - \frac{m\alpha}{r^{2}} \mathbf{e}_{r} \) 给出，其中 \( \alpha \) 是一个正常数。拉普拉斯-龙格-楞次矢量定义为 \( \mathbf{A} = \mathbf{p} \times \mathbf{J} - m^{2} \alpha \frac{\mathbf{r}}{r} \)，这里 \( \mathbf{J} \) 是关于力心的角动量矢量。应用泊松括号的性质，计算泊松括号 \( \left\lbrack A_{\alpha}, J_{\beta} \right\rbrack \)（其中下标 \( \alpha, \beta \) 代表笛卡尔坐标系的分量，如 x, y, z）。 (结果保留1位有效数字)","0"
"207","A sample of argon gas, consisting of one mole, experiences a polytropic expansion process with index \( n = 1.50 \). During this expansion, the gas temperature decreases by 26 K. Determine the heat absorbed by the gas. (Results should be expressed with units of $ \mathrm{\;{kJ}}  $,and rounded to 2 significant figures)"," 0.11"
"42","一个圆柱形容器水平底部有一个用于排水的圆形孔，直径 \( d = 10 \) 厘米。当孔开启时，水无法完全排出，部分水残留在容器底部。已知容器底部对水不浸润，容器直径 \( D = 50 \) 厘米，水的表面张力系数 \( \sigma = 0.07 \) 牛/米。试估算残留水的质量。 (结果保留1位有效数字)","  1"
"347","质量 \( m = 1000 \) 千克的太空探测器在星际空间中漂移，假设所有恒星都具有平均质量 \( M_0 = 10^{30} \) 千克，且都以平均速度大小 \( \bar{v_0} = 10 \) 千米/秒运动。若忽略探测器被恒星捕获的可能性，试问在极长时间后，探测器的平均速度大小 \( \bar{v} \) 趋向多大？ (结果使用科学计数法，保留2位有效数字)","3.0 \times 10^{8}"
"325","考虑一个球形宇宙模型，其半径为 \( 10^{28} \) cm，边界为无限高势垒。在零温度条件下，若该宇宙中包含 \( 10^{80} \) 个电子，请求电子的费米动量。 (结果使用科学计数法，以$ {\mathrm{F}}  $为单位，保留2位有效数字)","2.0 \times 10^{-28}"
"261","在标准温度15°C和标准大气压条件下，空气折射率为1.0002760。现考虑高度为1米处，空气温度保持30°C，大气压强为0.1013兆帕。设折射率n满足关系式\(n - 1\)与空气密度成正比。请评估此近似方法的计算精度。 (结果保留3位有效数字)"," 0.0795"
"238","温度为 \(27^{\circ}C\)，压强为 \(1\ atm\) 的 \(1\ mol\) 理想气体（双原子分子），经等温过程体积膨胀至原来的3倍，那么气体对外做的功是多少？[普适气体常量\(R = 8.31\ J/(mol·K)\)，\(\ln3 = 1.0986\)] (结果以$ \mathrm{\;J} $为单位，保留5位有效数字)"," 2216.7"
"346","如果入射到静止氮核的 α 粒子能量超过临界能量 \( E_6 = 1.45 \) 兆电子伏，那么核反应 \( {}^{14}\mathrm{N} + {}^{4}\mathrm{He} = {}^{17}\mathrm{O} + \mathrm{p} \) 即可发生。试问 α 粒子的能量需比临界能量大多少，才能使所形成的质子的动能为零？ (结果保留2位有效数字)"," 25"
"339","螺绕环中心周长 \(l = 10\ \text{cm}\)，环上均匀密绕线圈 \(N = 200\) 匝，线圈中通有电流 \(I = 100\ \text{mA}\)。若螺绕环充有磁介质，求由磁化电流产生的磁感应强度 \(B'\) 是多少？ (结果以$ {\prime $为单位，保留3位有效数字)","  1.05"
"394","一根长为 \( L \) 的轻杆，两段各固定一质量为 \( m \) 的小球，可绕过其中点的固定水平轴在竖直平面内自由转动。开始杆静止在水平位置,在与杆转动的同一竖直平面内，有一只质量也为 \( m \) 的小蜜蜂以一定的速度斜向左下方匀速飞行，飞行的方向与杆成 \( \alpha  = {45}^{ \circ  } \) 角，并落在左侧杆上转轴与小球的中点上， 设落上杆的前后，小蜜蜂沿杆方向的速度不变，小蜜蜂落上杆后，立即沿杆向小球方向爬行，使杆在小蜜蜂爬到杆端小球前，在竖直平面内作匀角速转动，取 \( x \) 轴沿杆方向，且与杆固定联结，转轴处为原点， 并取小蜜蜂落到杆上的时刻为时间零点，不计转轴处的摩擦。试求：小蜜蜂爬到杆端小球处杆转过的角度。 (结果以$ { \circ $为单位，保留2位有效数字)"," 6.3"
"358","设惯性系 \( S' \) 以恒定速度 \( v = 0.60c \) 相对于惯性系 \( S \) 沿 x 轴正方向运动，且在初始时刻 \( t = t' = 0 \) 时，两坐标系的原点重合（即 \( x = x' = 0 \)）。现有一事件在 S 系中的时空坐标为 \( t = 3.0 \times 10^{-7}  \text{s} \), \( x = 10  \text{m} \)。求在 \( S' \) 系中，该事件与原点事件（\( t = t' = 0 \), \( x = x' = 0 \)）之间的时间间隔。 (结果使用科学计数法，以$ {\prime $为单位，保留3位有效数字)","2.25 \times 10^{-7}"
"262","考虑一个铀原子核，其被理想化为电荷量 \( {92}\mathrm{e} \) 的均匀带电球体，球体半径为 \( {7.4} \times  {10}^{-{15}}\mathrm{\;m} \)。计算该球体外表面的电场强度大小。 (结果使用科学计数法，以$ {\mathrm{\;N}/\mathrm{C}} $为单位，保留2位有效数字)","2.4 \times 10^{21}"
"78","假设银河系的物质分布具有球对称性，中心为银心，在相同银心距处的质量密度相同。并且，距银心 \( r \) 处的引力效应等同于将 \( r \) 半径内的总质量集中于银心时所产生的引力。
已知日地平均距离为 \( R_0 \)，太阳到银心的距离 \( a = 1.75 \times 10^{4} R_0 \)，太阳以恒定速率绕银心作圆周运动，周期 \( T = 2.4 \times 10^{8} \) 年。太阳质量为 \( M_S \)。银河系中可观测的发光物质仅存在于 \( r \leq 1.5a \) 的区域。当前观测显示，绕银心运动的物体最远距离不超过 \( 6a \)，且在区间 \( a \leq r \leq 6a \) 内，其运动速率保持恒定。所有计算结果需以太阳质量 \( M_S \) 表示。依据上述条件，求银河系发光物质的最大可能质量。 (结果使用科学计数法，保留2位有效数字)","1.4 \times 10^{11}"
"315","Consider an isotropic point source emitting sound waves of frequency \( f = 600  \mathrm{Hz} \). The acoustic power of the source is \( P = 0.80  \mathrm{W} \). Neglecting wave damping and assuming the speed of sound in air is \( v = 340  \mathrm{m/s} \), find the displacement amplitude of air particles at a point located \( r = 1.5  \mu \mathrm{m} \) from the source. (Results should be expressed and rounded to 1 significant figures)"," 3 "
"138","解释相变中的临界点和三相点。氦在标准大气压 \( p = 760 \, \mathrm{mmHg} \) 下于 4.2 K 沸腾。若压力降至 \( p' = 1 \, \mathrm{mmHg} \)，其沸点温度是多少？ (结果以$ \mathrm{\;K} $为单位，保留3位有效数字)"," 1.20"
"80","在蟹状星云中，观测到电子的动量约为 \( 10^{-16}  \mathrm{kg \cdot m/s} \)。该星云区域的磁场强度约为 \( 10^{-8}  \mathrm{T} \)。若这些电子运动至中心中子星表面附近，此处磁场增强至约 \( 10^{8}  \mathrm{T} \)，请计算电子在中子星表面附近的回转半径。 (结果使用科学计数法，以$ \mathrm{\;m} $为单位，保留1位有效数字)","6 \times 10^{10}"
"322","一颗人造地球卫星的椭圆轨道近地点高度为238公里，远地点高度为439公里，运行周期为114分钟。地球半径为6370公里。假若该卫星最初在439公里高度处进行圆周运动，之后其轨道被调整为上述椭圆轨道，求原来圆周运动的周期。 (结果以$ \mathrm{\;{min}} $为单位，保留3位有效数字)","  93.3"
"81","折射率为 \( n = 1.54 \) 的玻璃板堆叠置于空气中，非偏振光以布儒斯特角入射。试求透射过四块此类玻璃板后的偏振度。 (结果保留3位有效数字)","61.9\%"
"153","一盏电灯的电阻 \( R_0 = 2\,\Omega \)，其额定工作电压 \( U_0 = 4.5\,\text{V} \)。使用一个电动势 \( U = 6\,\text{V} \)、内阻可忽略的电池，通过滑动变阻器为该电灯供电，要求系统效率不低于 \( \eta = 0.6 \)。请计算滑动变阻器的阻值。 (结果保留3位有效数字)"," 8.53"
"174","已知一种理想气体的摩尔质量是 \( M = 2.9 \times 10^{-3} \) 千克/摩尔。 则该气体分子的平均质量是多少？ (结果使用科学计数法，保留2位有效数字)","4.8 \times 10^{-14}"
"112","在一个封闭容器中，冰、液态水和水蒸气能在特定外界条件下以三种物态平衡共存（容器内无其他任何物质），这一状态称为水的三相点，其温度为 \( 0.01^\circ\mathrm{C} \)，压强为 \( 4.58\,\mathrm{mmHg} \)。初始时，冰、水和水蒸气的质量均为 \( 1\,\mathrm{g} \) 并处于三相点平衡。若在维持总体积恒定的条件下对该系统缓慢加热，输入热量 \( Q = 2.25 \times 10^5\,\mathrm{J} \)。已知水在三相点的密度为 \( 1 \times 10^3\,\mathrm{kg/m^3} \)，冰的密度为 \( 0.9 \times 10^3\,\mathrm{kg/m^3} \)，冰在三相点的升华潜热 \( L_{\text{升}} = 2.83 \times 10^6\,\mathrm{J/kg} \)，水在三相点的汽化潜热 \( L_{\text{汽}} = 2.49 \times 10^6\,\mathrm{J/kg} \)。试估算系统重新达到平衡后液态水的质量。 (结果以$ \mathrm{\;g}  $为单位，保留3位有效数字)","1.75"
"173","氦原子核（α粒子）在磁感应强度 \( B = 0.025 \, \text{T} \) 的均匀磁场中，以半径 \( R = 0.83 \, \text{cm} \) 作匀速圆周运动。求其德布罗意波长。 (结果保留1位有效数字)"," 0.1"
"154","波长为 \( 0.5 \, \mu\text{m} \) 的单色平行光垂直入射到双孔平面上，双孔间距 \( t \) 为 \( 0.5 \, \text{mm} \)。在双孔屏后方 \( 5 \, \text{cm} \) 处放置一枚像方焦距 \( f' \) 为 \( 5 \, \text{cm} \) 的理想薄透镜 \( \mathrm{L} \)，并在 \( \mathrm{L} \) 的像方焦平面处设置接收屏。若将透镜向左移动 \( 2 \, \text{cm} \) 靠近双孔，接收屏上干涉条纹的间距是多少？ (结果以$\mu \mathrm{m}  $为单位，保留2位有效数字)","58"
"313","铋-210（\({^{210}_{83}Bi}\)）的半衰期为 5 天。初始质量为 1 千克的铋-210 样品，经过 20 天衰变后，未衰变的物质质量是多少千克？ (结果使用科学计数法，保留2位有效数字)","9.9 \times 10^{-13}"
"360","一在真空中焦距为 \( 5\mathrm{\;{cm}} \) 的透镜 \( L \)，安装于离水槽底 \( {40}\mathrm{\;{cm}} \) 处。水槽注水至 \( {60}\mathrm{\;{cm}} \) 深度，使透镜完全浸没在水中。已知透镜材料的折射率 \( {n}_{1} = {1.52} \)，水的折射率 \( {n}_{2} = {1.33} \)。试求水槽底通过此系统后的成像位置。 (结果保留2位有效数字)"," 10"
"170","一个运动的基态氢原子与一个固定的基态氢原子相撞。若运动原子的速度略高于引发辐射所需的最小值，碰撞后在初始运动轴线或其延长线上可探测到光子。已知氢原子质量为 \( 1.67 \times 10^{-27}  \mathrm{kg} \)，电离能为 \( 13.6  \mathrm{eV} = 2.18 \times 10^{-18}  \mathrm{J} \)。求该辐射频率 \( \nu \) 与静止氢原子辐射频率 \( \nu_0 \)（本征频率）的相对差，以百分数表示。 (结果使用科学计数法，保留3位有效数字)","2.09 \times 10^{-2}"
"242","某热力发电站，高温热源温度为\(T_1 = 1000\mathrm{K}\)，低温热源温度为\(T_2 = 300\mathrm{K}\)，其输出电功率为\(50\mathrm{MW}\)。试求：为了维持该电功率输出，每秒钟需向系统输入多少热量？ (结果使用科学计数法，以$ \mathrm{\;W} $为单位，保留3位有效数字)","1.02 \times 10^{8}"
"162","一个 \( 0.2  \mathrm{kg} \) 的质量块固定在劲度系数为 \( 80  \mathrm{N/m} \) 的弹簧上，并受到线性阻尼力 \( - \gamma v \)，其中 \( v \) 是速度。若阻尼振荡的角频率等于无阻尼固有角频率的 \( \frac{\sqrt{3}}{2} \) 倍，求此振动系统的品质因数 \( Q \)。 (结果保留3位有效数字)"," 6.29"
"192","使用二分法求解方程\(x^{3} - 2x - 5 = 0\)时，确定其在区间\([2, 3]\)内的误差界限。 (结果以$ \left| {{x}^{ * } - {x}_{6}}\right $为单位，保留5位有效数字)","  0.078125"
"100","计算一个具有 \( 10 \mathrm{eV} \) 动能的电子的德布罗意波长。 (结果以$ \mathrm{\;{nm}} $为单位，保留3位有效数字)"," 1.23"
"369","A spring of stiffness constant \( k = 13 \, \text{N/m} \) is fixed at both ends. A particle of mass \( m = 25 \, \text{g} \) is connected to the spring at a location that divides the spring into segments with lengths in the ratio 1:3. Neglect the spring's mass and gravitational effects. What is the period of small longitudinal oscillations of the particle? (Results should be expressed with units of $ \mathrm{\;s} $,and rounded to 2 significant figures)"," 0.13"
"392","A sample of helium gas with mass \( m = 1.7 \, \text{g} \) first undergoes adiabatic expansion by a factor of \( n = 3.0 \), and is then compressed isobarically back to the original volume. Determine the entropy change of the gas for the entire process. (Results should be expressed with units of $ \mathrm{\;J}/\mathrm{K}  $,and rounded to 2 significant figures)","- 10"
"357","已知 \( {}^{7}\mathrm{Li} \) 和 \( {}^{4}\mathrm{He} \) 的平均结合能依次为 \( 5.60\,\mathrm{MeV} \) 和 \( 7.07\,\mathrm{MeV} \)，计算核反应 \( {}^{7}\mathrm{Li} + \mathrm{p} \to 2\,{}^{4}\mathrm{He} \) 的反应能 \( Q \)。 (结果以$ \mathrm{{MeV}}  $为单位，保留4位有效数字)"," 17.36"
"328","考虑一个质量为电子质量207倍，除质量外均与电子性质相同的轻子与质子构成的类氢原子体系，玻尔量子化理论适用于该系统。已知标准氢原子（电子-质子）的玻尔半径为 \( 0.53 \, \text{\AA} \)，基态结合能为 \( 13.6 \, \text{eV} \)，普朗克常数 \( h = 6.63 \times 10^{-34} \, \text{J} \cdot \text{s} \)。试求该原子从第一激发态（\( n=2 \)）跃迁至基态（\( n=1 \)）时所发射光子的频率。 (结果使用科学计数法，以$ \mathrm{\;{Hz}}  $为单位，保留2位有效数字)","4.6 \times 10^{13}"
"359","A point source radiates light uniformly in all directions with a wavelength of \( \lambda = 589 \, \text{nm} \). The total power emitted by the source is \( P = 10 \, \text{W} \). Calculate the average photon flux density at a distance \( r = 2.0 \, \text{m} \) from the source. (Results should be expressed in scientific notation, with units of $ {\mathrm{\;{cm}}}^{-2}{\mathrm{\;s}}^{-1} $,and rounded to 1 significant figures)","6 \times 10^{13}"
"76","一个玻璃半球的曲率半径为 \( 7.8 \, \text{mm} \)，折射率为 1.33。在半球顶点后方 \( 3.54 \, \text{mm} \) 处有一个小孔。求从空气中观察时，该小孔的视深。 (结果以$ \mathrm{\;{mm}} $为单位，保留3位有效数字)","- 2.99"
"280","某双缸转子式发动机的主轴每转动一周，各气缸均完成一个工作循环。已知压缩比为\(\varepsilon = 9\)，单工作室容积为\(V_{0} = 0.9\mathrm{\;L}\)，主轴转速为\(n = 6600\mathrm{{rad}}/\mathrm{{min}}\)，缸内气体平均有效压强为\(p = 5\mathrm{{at}}\)（工程大气压），机械效率为\(\eta = 95\%\)。试计算该发动机的输出功率。 (结果使用科学计数法，以$ \mathrm{\;W} $为单位，保留2位有效数字)","82 \times 10^{3}"
"209","一个会聚透镜被沿主光轴切割成两半后，两部分被横向拉开 \( \mathrm{d} = 4\mathrm{\;{mm}} \)。在透镜的主轴上放置一个波长为 \( \lambda  = {5000} \) 埃的单色点光源，光源到透镜的距离为 \( \mathrm{u} = {300}\mathrm{\;{cm}} \)。透镜的焦距为 \( \mathrm{f} = {50}\mathrm{\;{cm}} \)。在透镜后方距离 \( \mathrm{l} = {450}\mathrm{\;{cm}} \) 处设置一个观察屏，可观察到干涉条纹。已知透镜的直径为 \( \mathrm{D} = 2\mathrm{\;{cm}} \)。试求在观察屏上出现的干涉条纹数目？ (结果保留2位有效数字)","  24"
"26","直流电源通过一对电阻可忽略、半径为 \( a \)（未知）的平行细导线，以 \( U = 33\,\mathrm{kV} \) 的电压进行直流输电。导线间距 \( d \)（较小但未知）对应的单位长度电容为 \( C_0 = 10\,\mu\mathrm{F} \)。已知静电常量 \( k = 9 \times 10^{9}\,\mathrm{N} \cdot \mathrm{m}^{2} \cdot \mathrm{C}^{-2} \)，真空磁导率 \( \mu_0 = 4\pi \times 10^{-7}\,\mathrm{T} \cdot \mathrm{m} \cdot \mathrm{A}^{-1} \)，并给出积分关系 \( \int_{a}^{d} \frac{\mathrm{d}x}{x} = \ln \frac{d}{a} \)。求供电功率为何值时，两导线间电磁合力为零。 (结果使用科学计数法，以$ \mathrm{\;W}  $为单位，保留3位有效数字)","3.27 \times 10^{6}"
"316","考虑一个真空中的简化日地系统，太阳和地球均为黑体球体。太阳表面温度为 \( T_{\mathrm{s}} = 6000\,\mathrm{K} \)。地球因大气和海洋的热传递作用而具有均匀的表面温度。已知太阳半径 \( R_{\mathrm{s}} = 7 \times 10^{10}\,\mathrm{cm} \)，地球半径 \( R_{\mathrm{e}} = 6 \times 10^{8}\,\mathrm{cm} \)，日地距离 \( d = 1.5 \times 10^{13}\,\mathrm{cm} \)。计算地球的平衡温度。 (结果以$ \mathrm{^{\prime} $为单位，保留2位有效数字)","17"
"158","设想一个竖直放置的长圆柱形导热容器，封闭端在下，开口端在上。初始环境条件为温度 \( 27^{\circ}\mathrm{C} \)、大气压强 \( 1 \times 10^{5}\mathrm{\;{Pa}} \)、相对湿度 \( 75\% \)。用一质量忽略不计的光滑薄活塞密封开口端。水蒸气的饱和蒸汽压数据如下：\( 27^{\circ}\mathrm{C} \) 时为 \( 3.55 \times 10^{3}\mathrm{\;{Pa}} \)，\( 0^{\circ}\mathrm{C} \) 时为 \( 6.1 \times 10^{2}\mathrm{\;{Pa}} \)。若温度恒定，通过向活塞上方注入水银提升压强，以使容器内部开始凝结水珠，求容器所需的最小长度。 (结果以$ \mathrm{\;{cm}} $为单位，保留4位有效数字)","  101.3"
"120","在标准温度和压强下，为一只氢气球充气。该气球由柔韧的轻质材料制成，其最大容积为 \( V_{0} = 500  \text{m}^{3} \)。供气使用容积为 \( V = 5.0 \times 10^{-2}  \text{m}^{3} \) 的高压氢气罐，罐内氢气压强为 \( p = 11.0 \times 10^{5}  \text{Pa} \)。由于氢气罐与气球均具有良好导热性，温度保持恒定。若每次仅使用一罐氢气进行充气，问需要多少罐才能将气球完全充满？ (结果保留4位有效数字)"," 1000"
"182","考虑一个具有反磁性的单轴各向异性棒状粒子的低浓度悬浮液，暴露在均匀磁场下。粒子的长轴与磁场方向对齐。该粒子具有旋转对称性，其磁化率张量满足 \(\chi_{\perp} < \chi_{\parallel} < 0\)，其中 \(\chi_{\perp}\) 和 \(\chi_{\parallel}\) 分别代表横向和轴向分量，且悬浮液基质的磁化率可忽略。粒子取向的稳定性受到热涨落的干扰。当粒子在流体中旋转时，其黏滞力矩系数为 \(\zeta = 10^{-10} \, \text{g} \cdot \text{cm}^2 / \text{s}\)，对应力矩关系 \(\tau = \zeta \dot{\theta}\)。粒子的转动惯量为 \(10^{-15} \, \text{g} \cdot \text{cm}^2\)，系统温度为 300 K。若初始时刻粒子轴完全平行于磁场方向，在磁场突然关闭后，求 10 秒后粒子轴相对于初始方向的均方根角度偏差。 (结果以$ { \circ $为单位，保留2位有效数字)","5.2"
"240","速率在 \( v_{\mathrm{p}} \) 到 \( 1.01v_{\mathrm{p}} \) 的范围内时，求气体分子数占总分子数的比率。 (结果保留2位有效数字)","0.83\%"
"121","设 \( X\text{、}Y \) 两地直线距离是 \( {100}\mathrm{\;m} \) ，从 \( X\text{、}Y \) 两地同时相向开出两辆高速车，设有一飞船从 \( X\text{、}Y \) 中点起飞，沿 \( X \) 至 \( Y \) 方向飞行。求：当飞船速率分别为 \( v = \) 0.999 \( c \) 时，在飞船上测得两辆高速车开出的时间差。 (结果以$ \mathrm{\;{ms}}  $为单位，保留2位有效数字)","74"
"368","求矢量 \(\mathbf{B} = y \mathbf{e}_y + y^2 \mathbf{e}_x - x^2 z \mathbf{e}_z\) 沿 \(x,y\) 平面上的一个边长为 2 的正方形回路的线积分，此正方形的两个边分别与 \(y\) 轴和 \(x\) 轴相重合。 (结果保留1位有效数字)","8"
"66","2摩尔单原子理想气体由初始状态开始，经历一个热容量为\(C = 2R\left(1 + \frac{T}{100}\right)\)的准静态过程，到达终态时温度为初态温度的2倍、体积为初态体积的\(\sqrt{2}\)倍。试计算系统对外界所做的功\(W\)。（已知\(\ln 2 = 0.693\)，式中\(T\)为温度，\(R\)为普适气体常数）。 (结果以$ \mathrm{J} $为单位，保留3位有效数字)"," 621"
"355","一个物体从静止开始自由下落。若其在落地前最后一秒内通过的位移等于全程位移的 \( \frac{1}{3} \)，求整个下落过程所需的时间。 (结果以$ \mathrm{\;s}   $为单位，保留3位有效数字)"," 54.5"
"9","对于一个硅突变结，其n型硅和p型硅的电阻率分别为\(10\,\Omega\cdot\mathrm{cm}\)和\(0.01\,\Omega\cdot\mathrm{cm}\)，对应的电子迁移率与空穴迁移率分别为\(100\,{\mathrm{cm}}^{2}/(\mathrm{V}\cdot\mathrm{s})\)和\(300\,{\mathrm{cm}}^{2}/(\mathrm{V}\cdot\mathrm{s})\)。求该突变结在室温下的势垒高度值。 (结果以$ {\mathrm{D}}   $为单位，保留2位有效数字)"," 0.76"
"332","波长为 \( \lambda = 600 \, \text{nm} \) 的单色平行光垂直照射到一个衍射光栅上。测得第二级明纹的衍射角正弦为 \( \sin \theta_2 = 0.20 \)，第三级明纹的衍射角正弦为 \( \sin \theta_3 = 0.30 \)，且第四级明纹缺失。若该单色光以入射角 \( 30^\circ \) 斜入射到光栅上，问在观察屏上能观察到多少条明纹？ (结果保留2位有效数字)","15 "
"338","想象一下，我们来看看下面这个物理情景。首先有个小球，质量为\(0.2\)千克，它处在高度为\(5\)米的垂直柱上呢。然后，有一颗子弹，其质量是\(0.01\)千克，速度达到了\(500\)米/秒，并且是以水平方向朝着小球射过去，直接穿过了球心。最后，小球掉落到地面上了，落在距离柱子\(20\)米处哦。现在关键的问题就是，要去弄清楚在这一整个过程当中，子弹原本的动能里，到底是有多大的一部分转化成了热能？ (结果保留3位有效数字)","92.5\%"
"98","An elevator with a floor-to-ceiling height of \( 2.7  \mathrm{m} \) begins moving upward at a constant acceleration of \( 1.2  \mathrm{m/s^2} \). After \( 2.0  \mathrm{s} \) from the start, a bolt detaches from the ceiling and falls freely. Calculate the displacement of the bolt relative to the elevator shaft during its free fall. (Results should be expressed with units of $ \mathrm{\;m}  $,and rounded to 1 significant figures)"," 0.7"
"160","一可逆卡诺热机初始在高温热源温度为127°C、低温热源温度为27°C下运行，每次循环输出净功8000J。现保持低温热源温度27°C不变，提升高温热源温度，使得每次循环输出净功达到10000J。已知两个循环均基于相同的两条绝热线进行操作。求高温热源温度提升后，该热机的效率。 (结果以$ {\prime $为单位，保留3位有效数字)"," 29.4"
"397","对于半导体 InSB，在室温条件下，本征载流子密度为 \( 1.6 \times 10^{16} \, \mathrm{cm}^{-3} \)，电子迁移率是 \( 7.5 \, \mathrm{m}^2 / (\mathrm{V} \cdot \mathrm{s}) \)，空穴迁移率是 \( 0.075 \, \mathrm{m}^2 / (\mathrm{V} \cdot \mathrm{s}) \)。求解其最小电导率的值。 (结果以$ \mathrm{\;S}/\mathrm{{cm}} $为单位，保留4位有效数字)"," 38.45"
"71","考虑一个角直径为 \(1'\) 的扩展光源，其平均波长为 \(500\,\mathrm{nm}\)（\(1\,\mathrm{nm} = 10^{-9}\,\mathrm{m}\)）。在杨氏双缝干涉实验中，使用此光源时，为获得清晰的干涉条纹，两缝间距的最大允许值 \(d_{\max} =\) _____。 (结果以$ \mathrm{\;{mm}} $为单位，保留3位有效数字)","  1.72"
"27","A rigid container with volume \( V = {6.01} \) holds liquid water and its saturated vapor at \( {40}\mathrm{{atm}} \) pressure and \( {250}^{ \circ  }\mathrm{C} \) temperature. The vapor has a specific volume of \( {V}_{v}^{\prime } = {50}\mathrm{l}/\mathrm{{kg}} \) under these conditions. The combined mass of the liquid-vapor system is \( m = {5.0}\mathrm{\;{kg}} \). Calculate the mass of the vapor. (Results should be expressed with units of $ \mathrm{\;{g}} $,and rounded to 2 significant figures)","20"
"327","一个光子的波长为 \( 0.20 \, \text{nm} \)，请计算该光子的能量。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留2位有效数字)","6.0 \times 10^{-18}"
"259","在水平面上放置一质量 \( M = 2\,\mathrm{kg} \) 的物体，该物体通过轻弹簧受到一个大小为 \( F = 30\,\mathrm{N} \) 的水平恒定拉力。弹簧的劲度系数为 \( k = 100\,\mathrm{N \cdot m^{-1}} \)，物体与水平面间的动摩擦因数为 \( \mu = 0.3 \)。当物体从静止移动 \( 2\,\mathrm{m} \) 时，求其速度。 (结果以$ \mathrm{\;m}/\mathrm{s} $为单位，保留3位有效数字)"," 7.24"
"126","一段毛细血管的长度为 \( 1 \, \mathrm{mm} \)，内半径为 \( 2 \, \mu\mathrm{m} \)。血液以平均速度 \( 0.66 \, \mathrm{m/s} \) 流经该血管，且其黏滞系数为 \( 4 \times 10^{-3} \, \mathrm{Pa \cdot s} \)。计算通过该血管的血液体积流量。 (结果使用科学计数法，以$ {\mathrm{\;m}}^{3} \cdot  {\mathrm{s}}^{-1} $为单位，保留3位有效数字)","8.29 \times 10^{-15}"
"230","在地球表面标准大气环境中，垂直方向上每升高 \( 1\mathrm{\;m} \) 电势提升约 \( {100}\mathrm{\;V} \)。试估算地球的净带电量。 (结果使用科学计数法，以$ \mathrm{C} $为单位，保留2位有效数字)","4.0 \times 10^{5}"
"95","一根铜导线，其直径为 \(0.26\;\mathrm{cm}\)，内部存在大小为 \(3.9 \times 10^{-3}\;\mathrm{V/m}\) 的电场，此时流过的恒定电流为 \(12.0\;\mathrm{A}\)。设在该导线上一段 \(5.0\;\mathrm{cm}\) 长的区域内，所有自由电子共同产生此电场和磁场。求在与此区域相距 \(4.0\;\mathrm{m}\) 处总横向电场的值。 (结果使用科学计数法，以$ \mathrm{\;V}/\mathrm{m} $为单位，保留2位有效数字)","6.1 \times 10^{6}"
"279","The radius of the cross-section of a pipe decays exponentially with the distance \( x \) from the entrance, with a decay coefficient of \( \gamma = 0.50 \text{m}^{-1} \), i.e., \( r(x) = r_0 e^{-\gamma x} \). Find the ratio of the Reynolds numbers at two cross-sections separated by a distance \( d = 3.2 \text{m} \). (Results should be expressed with units of $ {\alpha $,and rounded to 1 significant figures)"," 5 "
"86","在地面参考系中，静止的大卡车全长5米，长度10米的飞船从其附近飞过。观测发现，飞船前端经过卡车车头A的瞬时，飞船后端正好经过卡车车尾B。求飞船参考系K'中，A、B两点之间的距离。 (结果以$ {\prime $为单位，保留2位有效数字)"," 2.5"
"52","两个偏振片前后排列，偏振轴之间夹角为 $30^{\circ}$。一束垂直入射的光束包含等强度的自然光和线偏振光。若透射后两种光成分的光强相同，且忽略偏振片的反射和吸收，求入射的线偏振光其光矢量振动方向与第一偏振片偏振轴所成的角度。 (结果以$ {\circ} $为单位，保留2位有效数字)"," 45"
"143","Using atomic mass tables, calculate the Q-value for the nuclear reaction \( ^{16}\mathrm{O} + d \rightarrow \alpha + ^{14}\mathrm{N} \). (Results should be expressed with units of $ \mathrm{{MeV}}  $,and rounded to 3 significant figures)"," 3.11"
"255","A plane sound wave traveling along the x-axis is described by the equation \( \xi = 60 \cos(5.3x - 1800t) \), where \( \xi \) is in micrometres, t in seconds, and x in metres. Calculate the ratio of the displacement amplitude to the wavelength. (Results should be expressed in scientific notation, and rounded to 2 significant figures)","5.1 \times 10^{-5}"
"343","当一艘船以 24 千米/小时的速度向正东方向航行时，船上的人观察到烟囱排出的烟飘向正西北方向。过一会儿，船以 15 千米/小时的速度向正北方向航行，船上的人则观察到烟飘向正东方向。设在这两次航行中风速不变，求风速。 (结果保留3位有效数字)"," 17.5"
"252","An ideal gas undergoes a polytropic process. Find theDetermine the polytropic exponent \( n \) given that the diffusion coefficient is constant during this process. (Results should be expressed and rounded to 1 significant figures)"," 3 "
